biosample_name,assay_name,bios_accession,exp_accession,file_accession,assembly,read_length,run_type,sequencing_platform,lab,depth
V_K562,H3K27me3,ENCBS667AAA,ENCSR000EWB,ENCFF508LLH,GRCh38,28,single-ended,Illumina Genome Analyzer II,"Peggy Farnham, USC",21034788.0
T_G401,DNase-seq,ENCBS062JBT,ENCSR269SIA,ENCFF671CNQ,GRCh38,36,paired-ended,Illumina HiSeq 2000,"John Stamatoyannopoulos, UW",204082208.0
T_MG63,DNase-seq,ENCBS091SUW,ENCSR083STA,ENCFF785KVP,GRCh38,36,paired-ended,Illumina HiSeq 2000,"John Stamatoyannopoulos, UW",45434136.0
B_SJSA1,H3K9me3,ENCBS912CSK,ENCSR482XTC,ENCFF355VXR,GRCh38,100,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",120627596.0
B_SJSA1,H3K4me3,ENCBS382VRX,ENCSR214NMO,ENCFF656NBV,GRCh38,100,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",117494148.0
B_SJSA1,H3K27me3,ENCBS912CSK,ENCSR564OSQ,ENCFF147KJB,GRCh38,100,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",109638360.0
B_SJSA1,H3K27ac,ENCBS912CSK,ENCSR349VAW,ENCFF238CFV,GRCh38,100,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",70586126.0
B_SJSA1,H3K36me3,ENCBS382VRX,ENCSR643QXU,ENCFF397TKX,GRCh38,100,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",119764860.0
B_SJSA1,H3K4me1,ENCBS912CSK,ENCSR590ZSL,ENCFF165XGW,GRCh38,100,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",152721146.0
B_HL-60,H3K27ac,ENCBS976DTB,ENCSR919WLM,ENCFF510IXN,GRCh38,100,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",85932264.0
B_HL-60,H3K27me3,ENCBS976DTB,ENCSR198IHT,ENCFF691HBE,GRCh38,100,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",96663872.0
T_Caco-2,DNase-seq,ENCBS890JZY,ENCSR000EMI,ENCFF474LBE,GRCh38,36,single-ended,Illumina Genome Analyzer I,"John Stamatoyannopoulos, UW",20491263.0
T_Caco-2,H3K4me3,ENCBS700RKG,ENCSR000DQM,ENCFF513PFC,GRCh38,36,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",11853469.0
T_Caco-2,H3K27me3,ENCBS390JMI,ENCSR000DQL,ENCFF957OES,GRCh38,36,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",12737552.0
T_Caco-2,H3K36me3,ENCBS390JMI,ENCSR000DQK,ENCFF691XDC,GRCh38,36,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",11554645.0
T_BE2C,DNase-seq,ENCBS403ENC,ENCSR000EMD,ENCFF334VBI,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"John Stamatoyannopoulos, UW",51375668.0
T_BE2C,H3K4me3,ENCBS271SFD,ENCSR000DQB,ENCFF881PUF,GRCh38,36,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",18867053.0
V_trophoblast_cell,H3K4me2,ENCBS806FFM,ENCSR941QJQ,ENCFF950IZV,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",29972123.0
V_trophoblast_cell,H4K91ac,ENCBS392DBQ,ENCSR371FHD,ENCFF914ARK,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",15634917.0
V_trophoblast_cell,H3K36me3,ENCBS806FFM,ENCSR038OIN,ENCFF234RNO,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",21785489.0
V_trophoblast_cell,H2BK5ac,ENCBS749EOK,ENCSR213TIR,ENCFF682AUE,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",10708934.0
T_mesenchymal_stem_cell,H3K4me2,ENCBS725VAK,ENCSR786GJM,ENCFF201BXG,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",25238195.0
T_mesenchymal_stem_cell,H3K9me3,ENCBS012DXH,ENCSR746CUY,ENCFF112SIY,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",26054094.0
T_mesenchymal_stem_cell,H3K23ac,ENCBS732PNZ,ENCSR734MEM,ENCFF224CMW,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",23210794.0
T_mesenchymal_stem_cell,H2BK15ac,ENCBS783XLR,ENCSR491CCY,ENCFF395BTH,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",10456409.0
T_mesenchymal_stem_cell,H2BK12ac,ENCBS732PNZ,ENCSR895YWA,ENCFF113ORU,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",25966842.0
T_mesenchymal_stem_cell,H4K8ac,ENCBS783XLR,ENCSR350YQC,ENCFF563KON,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",28558776.0
T_mesenchymal_stem_cell,H3K4ac,ENCBS783XLR,ENCSR902EEI,ENCFF443FFP,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",18482742.0
T_mesenchymal_stem_cell,H3K4me3,ENCBS012DXH,ENCSR501JET,ENCFF655EKU,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",13440658.0
T_mesenchymal_stem_cell,H2AK5ac,ENCBS725VAK,ENCSR753RYH,ENCFF399FKZ,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",66044370.0
T_mesenchymal_stem_cell,H4K91ac,ENCBS783XLR,ENCSR509MHV,ENCFF377OEI,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",31789799.0
T_mesenchymal_stem_cell,H3K27me3,ENCBS725VAK,ENCSR832JVP,ENCFF474ZPR,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",74224854.0
T_mesenchymal_stem_cell,H3K27ac,ENCBS012DXH,ENCSR013KEC,ENCFF419HKZ,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",37511970.0
T_mesenchymal_stem_cell,H3K36me3,ENCBS725VAK,ENCSR824UNY,ENCFF549EIM,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",40550344.0
T_mesenchymal_stem_cell,H3K4me1,ENCBS012DXH,ENCSR065HOR,ENCFF362KVF,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",7973814.0
T_mesenchymal_stem_cell,H2BK120ac,ENCBS783XLR,ENCSR502IWF,ENCFF614ZDH,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",15942512.0
T_mesenchymal_stem_cell,H2BK5ac,ENCBS012DXH,ENCSR809CVZ,ENCFF854UOA,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",12145775.0
T_mesenchymal_stem_cell,H3K14ac,ENCBS732PNZ,ENCSR719QMW,ENCFF291GNC,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",30053067.0
T_mesenchymal_stem_cell,DNase-seq,ENCBS725VAK,ENCSR731QLJ,ENCFF474HCY,GRCh38,36,paired-ended,Illumina HiSeq 2000,"John Stamatoyannopoulos, UW",366388336.0
V_H9,H3K4me2,ENCBS532LWE,ENCSR730POX,ENCFF160HVH,GRCh38,30,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",5325579.0
V_H9,H3K79me2,ENCBS277KDR,ENCSR188GJE,ENCFF027JDK,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",20703581.0
T_endocrine_pancreas,H3K27ac,ENCBS721SKH,ENCSR324JDC,ENCFF154DXP,GRCh38,76,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",19182686.0
T_endocrine_pancreas,H3K27me3,ENCBS069JPK,ENCSR581UGC,ENCFF037AMF,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",11508199.0
T_endocrine_pancreas,H3K4me3,ENCBS721SKH,ENCSR957UQS,ENCFF943KUL,GRCh38,76,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",22838699.0
T_endocrine_pancreas,H3K9me3,ENCBS776NCD,ENCSR849NQE,ENCFF321DYL,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",21007089.0
T_endocrine_pancreas,H3K36me3,ENCBS769QYN,ENCSR372OTD,ENCFF378PSF,GRCh38,83,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",2404954.0
T_endocrine_pancreas,H3K9ac,ENCBS069JPK,ENCSR061NWO,ENCFF925QQJ,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",9232955.0
V_OCI-LY7,DNase-seq,ENCBS581USS,ENCSR489NAM,ENCFF210MMO,GRCh38,36,paired-ended,Illumina HiSeq 2500,"John Stamatoyannopoulos, UW",245009144.0
V_OCI-LY7,H4K20me1,ENCBS699NWP,ENCSR747ZDF,ENCFF292JZN,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",19212097.0
T_upper_lobe_of_left_lung,H3K27ac,ENCBS684YJH,ENCSR738SXD,ENCFF460ZAV,GRCh38,76,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",25576864.0
T_upper_lobe_of_left_lung,H3K4me3,ENCBS684YJH,ENCSR208WDY,ENCFF892ULT,GRCh38,76,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",53564877.0
T_upper_lobe_of_left_lung,DNase-seq,ENCBS956JIK,ENCSR490JVQ,ENCFF824KSF,GRCh38,76,paired-ended,Illumina NextSeq 500,"John Stamatoyannopoulos, UW",195356394.0
V_upper_lobe_of_left_lung,H3K36me3,ENCBS684YJH,ENCSR869GBP,ENCFF790HIV,GRCh38,76,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",62414907.0
V_adrenal_gland_embryonic,DNase-seq,ENCBS232ONZ,ENCSR080PZL,ENCFF511DEJ,GRCh38,36,single-ended,Illumina HiSeq 2000,"John Stamatoyannopoulos, UW",47199136.0
T_trophoblast_cell,H2AFZ,ENCBS749EOK,ENCSR485OSV,ENCFF161EDO,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",8983244.0
T_trophoblast_cell,H3K9me3,ENCBS806FFM,ENCSR044WCY,ENCFF897ZLC,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",20761237.0
T_trophoblast_cell,H3K18ac,ENCBS749EOK,ENCSR081JRM,ENCFF705VZD,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",24145282.0
T_trophoblast_cell,H3K79me2,ENCBS392DBQ,ENCSR486PWP,ENCFF807MVR,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",28259888.0
T_trophoblast_cell,H2BK12ac,ENCBS749EOK,ENCSR634IIF,ENCFF686AAH,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",19970228.0
T_trophoblast_cell,H3K9ac,ENCBS806FFM,ENCSR815DXY,ENCFF438FEC,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",94280030.0
T_trophoblast_cell,H4K8ac,ENCBS392DBQ,ENCSR888MKB,ENCFF117TSF,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",20117010.0
T_trophoblast_cell,H3K4ac,ENCBS749EOK,ENCSR354UVU,ENCFF195QKA,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",14850355.0
T_trophoblast_cell,H3K4me3,ENCBS806FFM,ENCSR874WOB,ENCFF718PRG,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",19614343.0
T_trophoblast_cell,H2AK5ac,ENCBS749EOK,ENCSR427RFW,ENCFF356CJH,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",26516249.0
T_trophoblast_cell,H4K12ac,ENCBS392DBQ,ENCSR960JPH,ENCFF829KYP,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",15864437.0
T_trophoblast_cell,H3K27me3,ENCBS392DBQ,ENCSR960CWQ,ENCFF617FEU,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",21097628.0
T_trophoblast_cell,H3K27ac,ENCBS392DBQ,ENCSR425PQI,ENCFF230PTY,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",18103964.0
T_trophoblast_cell,H3K4me1,ENCBS806FFM,ENCSR035DUS,ENCFF396FVA,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",25166747.0
T_trophoblast_cell,H2BK120ac,ENCBS392DBQ,ENCSR355ZYK,ENCFF407OFJ,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",21675840.0
T_trophoblast_cell,H3K79me1,ENCBS749EOK,ENCSR213JMO,ENCFF329TCC,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",24593834.0
T_trophoblast_cell,H3K14ac,ENCBS749EOK,ENCSR499CAZ,ENCFF381CWR,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",24316969.0
T_trophoblast_cell,DNase-seq,ENCBS376RZJ,ENCSR179CDH,ENCFF218OXS,GRCh38,36,single-ended,Illumina HiSeq 2000,"John Stamatoyannopoulos, UW",183410434.0
T_HAP-1,DNase-seq,ENCBS217AEF,ENCSR620QNS,ENCFF303JZI,GRCh38,36,paired-ended,Illumina HiSeq 2500,"John Stamatoyannopoulos, UW",243185054.0
T_IMR-90,H4K5ac,ENCBS754TWW,ENCSR706RRA,ENCFF113XYR,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",27892393.0
T_IMR-90,H2BK20ac,ENCBS981IKS,ENCSR054IRX,ENCFF237RIX,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",12079906.0
T_IMR-90,H3K4me2,ENCBS371NWL,ENCSR672XZZ,ENCFF681OHX,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",13084347.0
T_IMR-90,H3K9me3,ENCBS754TWW,ENCSR055ZZY,ENCFF942QOQ,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",18950098.0
T_IMR-90,H3K18ac,ENCBS371NWL,ENCSR383CBN,ENCFF564USN,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",12922122.0
T_IMR-90,H3K79me2,ENCBS982GUC,ENCSR713QLX,ENCFF571ZDL,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",22941958.0
T_IMR-90,H3K23ac,ENCBS007TVF,ENCSR942NME,ENCFF773OTU,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",28818093.0
T_IMR-90,H2BK15ac,ENCBS007TVF,ENCSR274TJB,ENCFF510XXG,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",11501804.0
T_IMR-90,H3K4ac,ENCBS981IKS,ENCSR039ZLS,ENCFF250YWX,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",12235113.0
T_IMR-90,H3K4me3,ENCBS371NWL,ENCSR087PFU,ENCFF355WLE,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",7403932.0
T_IMR-90,H2AK5ac,ENCBS992YMT,ENCSR424ZJH,ENCFF809EID,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",19561434.0
T_IMR-90,H4K91ac,ENCBS007TVF,ENCSR164RFI,ENCFF291HMI,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",8820523.0
T_IMR-90,H3K27me3,ENCBS754TWW,ENCSR431UUY,ENCFF084CZB,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",24509526.0
T_IMR-90,H3K56ac,ENCBS007TVF,ENCSR066VKQ,ENCFF492AKV,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",4594104.0
T_IMR-90,H3K9me1,ENCBS007TVF,ENCSR580LZO,ENCFF936ASR,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",24068957.0
T_IMR-90,H3K27ac,ENCBS754TWW,ENCSR002YRE,ENCFF827KCG,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",9419897.0
T_IMR-90,H3K36me3,ENCBS754TWW,ENCSR437ORF,ENCFF197BAZ,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",11394022.0
T_IMR-90,H3K4me1,ENCBS754TWW,ENCSR831JSP,ENCFF927WHP,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",21238813.0
T_IMR-90,H2BK120ac,ENCBS007TVF,ENCSR210RXE,ENCFF475ABK,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",23786609.0
T_IMR-90,H2AK9ac,ENCBS357USI,ENCSR038MKB,ENCFF312WUR,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",15084299.0
T_IMR-90,H3K79me1,ENCBS982GUC,ENCSR579TJT,ENCFF848ADK,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",13981017.0
T_IMR-90,H2BK5ac,ENCBS780OTZ,ENCSR248KRU,ENCFF711DZO,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",32143687.0
T_IMR-90,H3K14ac,ENCBS981IKS,ENCSR283STF,ENCFF738MHY,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",18490643.0
T_IMR-90,H4K20me1,ENCBS992YMT,ENCSR804SRO,ENCFF951EYC,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",29438430.0
T_IMR-90,DNase-seq,ENCBS048TNH,ENCSR477RTP,ENCFF264LKY,GRCh38,76,single-ended,Illumina Genome Analyzer II,"John Stamatoyannopoulos, UW",313909217.0
T_ES-I3,H3K9me3,ENCBS268NCC,ENCSR895IWH,ENCFF765HXQ,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bradley Bernstein, Broad",10539946.0
T_ES-I3,H3K4me1,ENCBS401QZO,ENCSR730FLZ,ENCFF561NSG,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",14255546.0
T_ES-I3,H3K9ac,ENCBS593HOC,ENCSR097ORD,ENCFF143HAP,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bradley Bernstein, Broad",10822075.0
T_ES-I3,H3K36me3,ENCBS421TWG,ENCSR844DRI,ENCFF698MJT,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bradley Bernstein, Broad",10494836.0
T_GM06990,H3K36me3,ENCBS875KTK,ENCSR000DQT,ENCFF810IOI,GRCh38,36,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",13863367.0
T_GM06990,DNase-seq,ENCBS414HDG,ENCSR000EMQ,ENCFF311YYM,GRCh38,36,single-ended,Illumina Genome Analyzer II,"John Stamatoyannopoulos, UW",16228846.0
T_GM06990,H3K4me3,ENCBS146QHV,ENCSR000DQV,ENCFF684SGK,GRCh38,36,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",14778981.0
T_cardiac_fibroblast,H3K4me3,ENCBS501ROB,ENCSR000DTH,ENCFF612XOE,GRCh38,36,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",19123610.0
T_cardiac_fibroblast,DNase-seq,ENCBS032BLA,ENCSR000ENI,ENCFF852XZM,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"John Stamatoyannopoulos, UW",31285840.0
T_omental_fat_pad,DNase-seq,ENCBS148MNC,ENCSR244ZEJ,ENCFF225NCO,GRCh38,76,paired-ended,Illumina NextSeq 500,"John Stamatoyannopoulos, UW",108441768.0
T_omental_fat_pad,ATAC-seq,ENCBS971HUW,ENCSR788TRR,ENCFF550OUL,GRCh38,101,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",106012618.0
T_lower_leg_skin,H3K4me3,ENCBS851XJZ,ENCSR432GOP,ENCFF003VRU,GRCh38,76,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",11182317.0
T_skin_of_body,DNase-seq,ENCBS948BKE,ENCSR092OFK,ENCFF198CSA,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"John Stamatoyannopoulos, UW",32557203.0
B_NCI-H929,H3K9me3,ENCBS911QZW,ENCSR728YXC,ENCFF732LKQ,GRCh38,100,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",83174614.0
B_NCI-H929,ATAC-seq,ENCBS952JSJ,ENCSR382LBS,ENCFF818BRH,GRCh38,101,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",42724742.0
B_NCI-H929,H3K27ac,ENCBS911QZW,ENCSR368CYW,ENCFF230NOF,GRCh38,100,paired-ended,Illumina HiSeq 4000,"Michael Snyder, Stanford",84894790.0
B_NCI-H929,DNase-seq,ENCBS588WMC,ENCSR090SMP,ENCFF369NRI,GRCh38,76,paired-ended,Illumina HiSeq 4000,"John Stamatoyannopoulos, UW",189165530.0
V_H1-hESC,H3K9me3,ENCBS368BPP,ENCSR883AQJ,ENCFF963LFX,GRCh38,30,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",16829952.0
V_H1-hESC,H3K4ac,ENCBS984IPH,ENCSR130EML,ENCFF680XYN,GRCh38,30,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",34107319.0
V_H1-hESC,H2AK5ac,ENCBS984IPH,ENCSR703KXH,ENCFF443OZA,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",12348282.0
V_H1-hESC,H4K20me1,ENCBS984IPH,ENCSR728SZE,ENCFF125LCU,GRCh38,30,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",25632696.0
T_RWPE2,H3K27ac,ENCBS942OEI,ENCSR987PNT,ENCFF132EYY,GRCh38,100,paired-ended,Illumina HiSeq 2000,"Michael Snyder, Stanford",55063546.0
V_peripheral_blood_mononuclear_cell,H3K36me3,ENCBS558KIK,ENCSR162MGR,ENCFF281WTV,GRCh38,75,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",18074786.0
V_KMS-11,H3K4me2,ENCBS987CHP,ENCSR806XIU,ENCFF875DBI,GRCh38,76,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",32746053.0
V_KMS-11,H3K9ac,ENCBS987CHP,ENCSR521AIV,ENCFF159CNY,GRCh38,76,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",23109278.0
T_DND-41,H3K36me3,ENCBS688JZQ,ENCSR000AQX,ENCFF973TDF,GRCh38,36,single-ended,Illumina Genome Analyzer,"Bradley Bernstein, Broad",17377843.0
T_DND-41,H3K9me3,ENCBS282AAA,ENCSR000ARZ,ENCFF030PGK,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",10570682.0
T_DND-41,H3K4me1,ENCBS282AAA,ENCSR000AQY,ENCFF192WKN,GRCh38,36,single-ended,Illumina Genome Analyzer,"Bradley Bernstein, Broad",17894720.0
T_DND-41,H3K4me2,ENCBS688JZQ,ENCSR000AQZ,ENCFF585ZDW,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",4994626.0
T_DND-41,H3K9ac,ENCBS282AAA,ENCSR000ARY,ENCFF703ZGI,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",18788820.0
T_DND-41,H3K79me2,ENCBS282AAA,ENCSR000ARB,ENCFF015TDF,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",18089816.0
T_DND-41,H3K4me3,ENCBS688JZQ,ENCSR564VIX,ENCFF764MJJ,GRCh38,36,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",24684534.0
T_DND-41,H3K27me3,ENCBS688JZQ,ENCSR000ASX,ENCFF200ECC,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",16151948.0
T_DND-41,H2AFZ,ENCBS282AAA,ENCSR000AQV,ENCFF255SZS,GRCh38,36,single-ended,Illumina Genome Analyzer,"Bradley Bernstein, Broad",14416128.0
V_NCI-H929,H3K79me2,ENCBS571AQH,ENCSR339FOO,ENCFF397XHP,GRCh38,76,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",75972879.0
V_endocrine_pancreas,H3K4me1,ENCBS769QYN,ENCSR817QHX,ENCFF262YCU,GRCh38,83,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",1938039.0
V_IMR-90,H2AFZ,ENCBS472JFT,ENCSR124DYB,ENCFF640IYV,GRCh38,36,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",29868048.0
V_IMR-90,H3K9ac,ENCBS754TWW,ENCSR219MYH,ENCFF733ZHB,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",10672420.0
V_IMR-90,H4K8ac,ENCBS007TVF,ENCSR444TMC,ENCFF131UOL,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",14415267.0
V_IMR-90,H2BK12ac,ENCBS192DLO,ENCSR523ENE,ENCFF662NJI,GRCh38,36,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",17433412.0
T_H9,H3K56ac,ENCBS532LWE,ENCSR047TJL,ENCFF345SVV,GRCh38,30,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",14908486.0
T_H9,H3K36me3,ENCBS532LWE,ENCSR324UNL,ENCFF513JUN,GRCh38,30,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",10553356.0
T_H9,H3K9me3,ENCBS532LWE,ENCSR972SMV,ENCFF763MGD,GRCh38,30,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",16093736.0
T_H9,H3K18ac,ENCBS399JWQ,ENCSR294WUR,ENCFF813CLW,GRCh38,30,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",16084526.0
T_H9,H3K4me1,ENCBS532LWE,ENCSR276HBK,ENCFF675UDV,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",20330040.0
T_H9,H3T11ph,ENCBS399JWQ,ENCSR957GYL,ENCFF076YTT,GRCh38,36,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",28264717.0
T_H9,H3K27ac,ENCBS532LWE,ENCSR876RGF,ENCFF940QDV,GRCh38,30,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",18398160.0
T_H9,DNase-seq,ENCBS113LZP,ENCSR275ICP,ENCFF291ZMA,GRCh38,36,paired-ended,Illumina HiSeq 4000,"John Stamatoyannopoulos, UW",263293552.0
T_H9,H3K9ac,ENCBS532LWE,ENCSR879TAS,ENCFF649KCM,GRCh38,30,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",4195891.0
T_H9,H4K8ac,ENCBS532LWE,ENCSR367JIO,ENCFF101CCN,GRCh38,30,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",19179365.0
